conm,gvkey
MORGANS HOTEL GROUP CO,165924
MORNINGSTAR INC,160373
MORPHIC HOLDING INC,35280
MOSAIC CO,162129
MOSYS INC,141278
MOTA GROUP INC -REDH,28480
MOTORCAR PARTS OF AMER INC,29930
MOTOROLA SOLUTIONS INC,7585
MOTORSPORT GAMES INC,37674
MOTUS GI HOLDINGS INC,31348
MOVADO GROUP INC,7951
MOVING IMAGE TECHNOLOGIS INC,36235
MP MATERIALS CORP,37407
MPHASE TECHNOLOGIES INC,19622
MPLX LP,12294
MPM HOLDINGS INC,176096
MR COOPER GROUP INC,13888
MRC GLOBAL INC,180016
MRV COMMUNICATIONS INC,25978
MSA SAFETY INC,7420
MSB FINANCIAL CORP,176350
MSC INDUSTRIAL DIRECT  -CL A,61732
MSCI INC,178507
MSG NETWORKS INC,184157
MTS SYSTEMS CORP,6900
MUELLER INDUSTRIES,15343
MUELLER WATER PRODUCTS INC,166482
MUFG AMERICAS HOLDINGS CORP,2620
MULESOFT INC,30535
MULIANG VIAGOO TECHNOLGY INC,27680
MULTI-COLOR CORP,13782
MULTI-FINELINE ELECTRON INC,160216
MULTICELL TECHNOLOGIES INC,19951
MULTIMEDIA GAMES HOLDING CO,62107
MULTIPLAN CORP,37188
MUNCY BANK FINANCIAL INC,19092
MURPHY OIL CORP,7620
MURPHY USA INC,18498
MUSCLE MAKER INC,35967
MUSCLEPHARM CORP,184378
MUTUALFIRST FINANCIAL INC,127797
MVB FINANCIAL CORP,144122
MVC CAPITAL INC,137230
MWI VETERINARY SUPPLY,163893
MY SIZE INC,296866
MYCELX TECHNOLOGIES CORP,298540
MYERS INDUSTRIES INC,7636
MYMETICS CORP,31516
MYND ANALYTICS INC,179111
MYOKARDIA INC,26269
MYOMO INC,31805
MYOS RENS TECHNOLOGY INC,180866
MYR GROUP INC,180646
MYRIAD GENETICS INC,61399
N B T BANCORP INC,19094
N-ABLE INC,39182
N-VIRO INTERNATIONAL CORP,28989
NAC GLOBAL TECHNOLOGIES -OLD,20497
NACCO INDUSTRIES  -CL A,7938
NAKED BRAND GROUP INC,13362
NAMI CORP,33827
NANO MAGIC INC,27856
NANOFLEX POWER CORP,18870
NANOMETRICS INC,7682
NANOPHASE TECHNOLOGIES CORP,65937
NANOSPHERE INC,178752
NANOSTRING TECHNOLOGIES INC,18009
NANOVIBRONIX INC,20554
NANTHEALTH INC,27274
NANTKWEST INC,25348
NAPCO SECURITY TECH INC,7685
NASB FINANCIAL INC,19124
NASDAQ INC,149337
NATERA INC,24176
NATHAN'S FAMOUS INC,7696
NATIONAL AMERN UNIV HLDG INC,184149
NATIONAL BANCSHARES CORP/OH,22216
NATIONAL BANK HLDGS CORP,190963
NATIONAL BANKSHARES INC VA,25481
NATIONAL BEVERAGE CORP,24463
NATIONAL CAPITAL BANK/WA,19023
NATIONAL CINEMEDIA INC,176523
NATIONAL CINEMEDIA LLC,176590
NATIONAL COMMERCE CORP,23294
NATIONAL FUEL GAS CO,7733
NATIONAL GENERAL HOLDINGS CP,18184
NATIONAL HEALTH INVESTORS,24533
NATIONAL HEALTHCARE CORP,7741
NATIONAL HOLDINGS CORP,13649
NATIONAL INSTRUMENTS CORP,31607
NATIONAL INTERSTATE CORP,161952
NATIONAL MENTOR HOLDINGS INC,166381
NATIONAL PENN BANCSHARES INC,17070
NATIONAL PRESTO INDS INC,7762
NATIONAL RESEARCH CORP,65587
NATIONAL RURAL UTIL COOP CP,7769
NATIONAL SEC GROUP INC,17072
NATIONAL STORAGE AFFILIATES,23147
NATIONAL VISION HOLDINGS INC,32574
NATIONAL WESTERN LIFE GROUP,17073
NATIONSTAR MORTGAGE HOLDINGS,184498
NATURAL ALTERNATIVES,13765
NATURAL GAS SERVICES GROUP,150562
NATURAL GROCERS VITAMIN CTGE,11922
NATURAL HEALTH TRENDS CORP,60911
NATURAL RESOURCE PARTNERS LP,150837
NATURALSHRIMP INC,23082
NATURES SUNSHINE PRODS INC,7799
NATUS MEDICAL INC,144436
NAUGATUCK VALLEY FINANCIAL,161014
NAUTILUS INC,27760
NAVIDEA BIOPHARMACEUTICALS,25924
NAVIENT CORP,10121
NAVIGANT CONSULTING INC,63724
NAVIGATORS GROUP INC,17074
NAVISTAR INTERNATIONAL CORP,6081
NAVITAS SEMICONDUCTOR CORP,39931
NBCUNIVERSAL MEDIA LLC,20942
NBTY INC,7798
NCI INC,164432
NCINO INC,36711
NCR CORP,7648
NCS MULTISTAGE HLDG INC,31005
NEBRASKA BOOK HLDGS INC,17746
NECESSITY RET REIT INC (THE),31914
NEENAH INC,162264
NEFF CORP,110804
NEFFS BANCORP INC/PA,19067
NEIMAN MARCUS GROUP INC,14007
NEKTAR THERAPEUTICS,30137
NELNET INC,155738
NEMAURA MEDICAL INC,22114
NEOGEN CORP,16453
NEOGENOMICS INC,125794
NEOLEUKIN THERAPEUTICS INC,19717
NEOMEDIA TECHNOLOGIES INC,64041
NEONODE INC,178153
NEOPHOTONICS CORP,184702
NEOS THERAPEUTICS INC,25377
NEOVOLTA INC,35789
NEP GROUP INC -REDH,66921
NEPHROS INC,151423
NEPTUNE WELLNESS SOLUTION IN,144382
NERDWALLET INC,39867
NERDY INC,39703
NET ELEMENT INC,163806
NET MEDICAL XPRESS SOLUTIONS,121375
NET TALK.COM INC,183568
NETAPP INC,61591
NETCAPITAL INC,38720
NETFLIX INC,147579
NETGEAR INC,154039
NETLIST INC,176035
NETSCOUT SYSTEMS INC,122902
NETSOL TECHNOLOGIES INC,107446
NETSTREIT CORP,36777
NETSUITE INC,179084
NETWORK-1 TECHNOLOGIES INC,115831
NEUROCRINE BIOSCIENCES INC,62921
NEUROMETRIX INC,160488
NEURONETICS INC,33698
NEUROONE MED TECHNOLOGIES CO,32247
NEUROPACE INC,38507
NEUSTAR INC,163629
NEVADA GOLD & CASINOS INC,8266
NEVADA POWER CO,145270
NEVRO CORP,21916
NEW CONCEPT ENERGY INC,11372
NEW ENGLAND REALTY ASSC  -LP,14639
NEW FORTRESS ENERGY INC,34418
NEW HOME CO INC,18171
NEW JERSEY RESOURCES CORP,7849
NEW MOUNTAIN FINANCE CORP,185585
NEW PEOPLES BANKSHARES INC,186838
NEW RELIC INC,22182
NEW RESOURCE BANCORP,175958
NEW SENIOR INVESTMENT GROUP,22025
NEW SOURCE ENERGY PRTRS LP,16927
NEW WESTERN ENERGY CORP,186531
NEW YORK CITY REIT INC,36037
NEW YORK CMNTY BANCORP INC,29282
NEW YORK LIFE INSURANCE,127774
NEW YORK REIT INC,20280
NEW YORK ST ELEC & GAS CORP,112191
NEW YORK TIMES CO  -CL A,7866
NEW YOU INC,177452
NEWAGE INC,21178
NEWBRIDGE BANCORP,16910
NEWELL BRANDS INC,7875
NEWLINK GENETICS CORP,186607
NEWMARK GROUP INC,32748
NEWMARKET CORP,4462
NEWMONT CORP,7881
NEWPARK RESOURCES,7882
NEWPORT CORP,7883
NEWS CORP,18043
NEWSTAR FINANCIAL INC,176239
NEWTEKONE INC,8060
NEXALIN TECHNOLOGY INC,40536
NEXEO SOLUTIONS INC,20619
NEXEON MEDSYSTEMS INC,32269
NEXGEL INC,34624
NEXPOINT RESIDENTIAL TR INC,23086
NEXSTAR MEDIA GROUP,149177
NEXTCURE INC,35090
NEXTDOOR HOLDINGS INC,38100
NEXTERA ENERGY INC,4517
NEXTERA ENERGY PARTNERS LP,20655
NEXTGEN HEALTHCARE INC,8858
NEXTIER OILFIELD SOLUTNS INC,29524
NEXTNAV INC,39992
NEXTPLAT CORP,118941
NEXTPLAY TECHNOLOGIES INC,349530
NEXTRACKER INC,41996
NGL ENERGY PARTNERS LP,186501
NGM BIOPHARMACEUTICAL INC,34221
NI HOLDINGS INC,29576
NIC INC,122078
NICOLET BANKSHARES INC,17875
NIGHTHAWK BIOSCIENCES INC,17910
NII HOLDINGS INC,140902
NIKE INC  -CL B,7906
NIKOLA CORP,36565
NIMBLE STORAGE INC,18975
NINE ENERGY SERVICE INC,31507
NISKA GAS STORAGE PARTNERS,174108
NISOURCE INC,7974
NKARTA INC,36642
NL INDUSTRIES,7658
NLIGHT INC,33420
NMI HOLDINGS INC,11854
NN INC,29894
NOBILITY HOMES INC,7911
NOBLE ENERGY INC,7912
NOBLE MIDSTREAM PARTNERS LP,26411
NOBLE ROMANS INC,7914
NOBLE VICI GROUP INC,34290
NOCERA INC,34770
NOCOPI TECHNOLOGIES INC,21361
NON INVASIVE MONITOR,2240
NOODLES & CO,18047
NORANDA ALUMINUM HOLDING CP,177303
NORCRAFT COMPANIES INC,66927
NORDSON CORP,7921
NORDSTROM INC,7922
NORFOLK SOUTHERN CORP,7923
NORRIS INDUSTRIES INC,27032
NORTECH SYSTEMS INC,3962
NORTEK INC,260408
NORTH DALLAS BANK & TRUST CO,107629
NORTH EUROPEAN OIL RTY TR,7959
NORTH SHORE GAS CO,7965
NORTH STATE TELECOMMUN CORP,23391
NORTHEAST BANK,16689
NORTHEAST COMMUNITY BANCORP,175083
NORTHEAST INDIANA BANCORP,60938
NORTHERN MINERALS & EXPL LTD,179750
NORTHERN OIL & GAS INC,142337
NORTHERN STATES FINANCIAL CP,24278
NORTHERN STATES POWER CO /MN,145273
NORTHERN STATES POWER/WI,7978
NORTHERN TECH INTL,19209
NORTHERN TIER ENERGY LP,170297
NORTHERN TRUST CORP,7982
NORTHFIELD BANCORP INC,178834
NORTHRIM BANCORP INC,23450
NORTHROP GRUMMAN CORP,7985
NORTHSIGHT CAPITAL INC,182984
NORTHSTAR ASSET MGMT GRP INC,20693
NORTHSTAR REALTY EUROPE CORP,26351
NORTHSTAR REALTY FINANCE CP,160293
NORTHWAY FINANCIAL INC,107643
NORTHWEST BANCSHARES INC,30932
NORTHWEST BIOTHERAPEUTICS,144887
NORTHWEST NATURAL HLDNG CO,7993
NORTHWEST PIPE CO,61635
NORTHWEST PIPELINE CORP,7994
NORTHWESTERN CORP,8001
NORTHWESTERN MUTUAL LIFE INS,121633
NORWOOD FINANCIAL CORP,66155
NOTIS GLOBAL INC,135911
NOV INC,63892
NOVA LIFESTYLE INC,184585
NOVABAY PHARMACEUTICALS INC,177228
NOVAN INC,27905
NOVATION COS INC,65737
NOVAVAX INC,61655
NOVO INTEGRATED SCIENCES INC,31370
NOVUS ROBOTICS INC,182169
NOW INC,20235
NPC RESTAURANT HOLDINGS LLC,7761
NPS PHARMACEUTICALS INC,30255
NRC GROUP HOLDINGS CORP,33573
NRG ENERGY INC,135990
NSTAR ELECTRIC CO,115567
NSTS BANCORP INC,39641
NTELOS HOLDINGS CORP,165845
NTN BUZZTIME INC,21232
NU SKIN ENTERPRISES  -CL A,64028
NUANCE COMMUNICATIONS INC,61685
NUCOR CORP,8030
NUMEREX CORP  -CL A,30029
NUO THERAPEUTICS INC,61673
NURIX THERAPEUTICS INC,36767
NUSTAR ENERGY LP,141363
NUSTAR GP HOLDINGS LLC,174135
NUTANIX INC,26746
NUTEX HEALTH INC,35824
NUTRA PHARMA CORP,145206
NUTRACEUTICAL INTL CORP,66496
NUTRALIFE BIOSCIENCES INC,20590
NUTRASTAR INTERNATIONAL INC,158133
NUTRIBAND INC,31942
NUTRISYSTEM INC,31227
NUVASIVE INC,264385
NUVECTRA CORP,26382
NUVERA COMMUNICATIONS INC,7863
NUVERRA ENVIRONMENTAL SOLUTN,178851
NUVVE HOLDING CORP,38462
NUWELLIS INC,271987
NUZEE INC,14501
NV5 GLOBAL INC,17277
NVE CORP,21743
NVIDIA CORP,117768
NVR INC,12459
NXSTAGE MEDICAL INC,164612
O'REILLY AUTOMOTIVE INC,28180
O-I GLASS INC,8215
OAK RIDGE FINANCIAL SERVICES,158313
OAK STREET HEALTH INC,36728
OAK VALLEY BANCORP,66158
OAKRIDGE GLOBAL ENERGY SOLTN,15623
OAKRIDGE HOLDINGS INC,22949
OAKTREE CAPITAL GROUP LLC,187491
OAKTREE SPECIALTY LENDING CP,180193
OAKTREE STRATEGIC INCOME CP,18323
OASIS MIDSTREAM PARTNR,31442
OBALON THERAPEUTICS INC,28086
OBLONG INC,36003
OCATA THERAPEUTICS INC,150681
OCCIDENTAL PETROLEUM CORP,8068
OCEAN BIO-CHEM INC,8073
OCEAN POWER TECHNOLOGIES INC,260737
OCEAN SHORE HOLDING CO,161798
OCEANEERING INTERNATIONAL,8079
OCEANFIRST FINANCIAL CORP,63232
OCERA THERAPEUTICS INC,18350
OCI PARTNERS LP,18868
OCLARO INC,133944
OCONEE FEDERAL FINANCIAL CP,185569
OCUGEN INC,35712
OCULAR THERAPEUTIX INC,21015
OCULUS VISIONTECH INC,108630
OCUPHIRE PHARMA INC,37325
OCWEN FINANCIAL CORP,63639
ODP CORP,14624
ODYSSEY MARINE EXPLORATION,65374
OFFERPAD SOLUTIONS INC,39570
OFFICE PROPERTIES INCOME TR,182701
OFG BANCORP,16981
OFS CAPITAL CORP,16149
OGE ENERGY CORP,8113
OGLETHORPE POWER CORP,15171
OHA INVESTMENT CORP,162219
OHIO EDISON CO,107682
OHIO LEGACY CORP,151606
OHIO POWER,8102
OHIO VALLEY BANC CORP,19137
OIL DRI CORP AMERICA,8105
OIL STATES INTL INC,142260
OKLAHOMA GAS & ELECTRIC CO,115687
OKTA INC,30736
OLAPLEX HOLDINGS INC,39544
OLD COPPER CO INC,8446
OLD DOMINION ELECTRIC COOP,127675
OLD DOMINION FREIGHT,24617
OLD LINE BANCSHARES INC,66161
OLD NATIONAL BANCORP,17095
OLD POINT FINANCIAL CORP,66313
OLD REPUBLIC INTL CORP,14828
OLD SECOND BANCORP INC/IL,19150
OLIN CORP,8123
OLLIE'S BARGAIN OUTLET HLDGS,24076
OLO INC,38285
OLYMPIC STEEL INC,29870
OM GROUP INC,29001
OM HOLDINGS INTERNATNAL INC,179526
OMEGA FLEX INC,164116
OMEGA HEALTHCARE INVS INC,25633
OMEGA PROTEIN CORP,109084
OMEGA THERAPEUTICS INC,39181
OMEROS CORP,183593
OMINTO INC,183727
OMNICARE INC,8133
OMNICELL INC,142956
OMNICOM GROUP INC,4066
OMNIQ CORP,155894
OMNITEK ENGINEERING CORP,178387
OMNIVISION TECHNOLOGIES INC,137704
OMNOVA SOLUTIONS INC,124254
ON DECK CAPITAL INC,22165
ON SEMICONDUCTOR CORP,134932
ON24 INC,37787
ONCOCYTE CORP,26669
ONCOGENEX PHARMACEUTICALS,180698
ONCOLOGIX TECH INC,13172
ONCOLOGY INSTITUTE INC (THE),36237
ONCOMED PHARMACEUTICALS,3169
ONCONOVA THERAPEUTICS INC,18172
ONCOR ELECTRIC DELIVERY CO,155970
ONCTERNAL THERAPEUTICS INC,35320
ONDAS HOLDINGS INC,33073
ONE GAS INC,19517
ONE GP HOSPITALITY (THE),18978
ONE LIBERTY PROPERTIES INC,8148
ONE STEP VENDING CORP,161107
ONE STOP SYSTEMS INC,32851
ONEIDA FINANCIAL CORP,117020
ONEMAIN FINANCE CORP,3591
ONEMAIN HOLDINGS INC,3592
ONEOK INC,8151
ONEOK PARTNERS -LP,28919
ONESPAN INC,66686
ONEWATER MARINE INC,35451
ONFOLIO HOLDINGS INC,41127
ONSTREAM MEDIA CORP,65180
ONTO INNOVATION INC,126423
ONTRAK INC,150761
ONVIA INC,132482
OOMA INC,24508
OP BANCORP,164395
OPEN LENDING CORP,36598
OPENDOOR TECHNOLOGIES INC,37519
OPEXA THERAPEUTICS INC,125531
OPGEN INC,23241
OPIANT PHARMACEUTICALS INC,177182
OPKO HEALTH INC,61490
OPLINK COMMUNICATIONS INC,140030
OPORTUN FINANCIAL CORP,35471
OPOWER INC,19910
OPPENHEIMER HOLDINGS INC,13453
OPPFI INC,39306
OPT-SCIENCES CORP,8054
OPTEX SYSTEMS HOLDINGS INC,182986
OPTICAL CABLE CORP,62553
OPTIMIZERX CORP,23464
OPTIMUMBANK HOLDINGS INC,153895
OPTINOSE INC,32451
OPTION CARE HEALTH INC,35543
OPTIV INC -REDH,29272
OPUS BANK,20277
ORACLE CORP,12142
ORAGENICS INC,154605
ORAMED PHARMACEUTICALS INC,170450
ORANGE & ROCKLAND UTILITIES,8171
ORANGE COUNTY BANCORP INC,116675
ORASURE TECHNOLOGIES INC,12915
ORBCOMM INC,175004
ORBIT INTERNATIONAL CORP,8176
ORBITAL ATK INC,23220
ORBITAL INFRAS GROUP INC,65675
ORBITZ WORLDWIDE INC,177953
ORCHIDS PAPER PRODUCTS,163887
OREGON BANCORP INC/OR,147690
OREGON PACIFIC BANCORP,109198
OREXIGEN THERAPEUTICS INC,176861
ORGANICELL REGN MEDICINE INC,19135
ORGANOGENESIS HOLDINGS INC,34562
ORGANON & CO,38821
ORGANOVO HOLDINGS INC,170730
ORGENESIS INC,183729
ORIGIN BANCORP,33459
ORION ENERGY SYSTEMS INC,179058
ORION GROUP HOLDINGS INC,179132
ORION OFFICE REIT INC -SPN,40248
ORITANI FINANCIAL CORP,176351
ORMAT TECHNOLOGIES INC,160913
ORO EAST MINING INC,17823
ORRSTOWN FINANCIAL SVCS INC,111819
ORTHOPEDIATRICS CORP,27555
OSAGE EXPLORATION AND DEV,159194
OSCAR HEALTH INC,38019
OSHKOSH CORP,11721
OSI SYSTEMS INC,65607
OSIRIS THERAPEUTICS INC,174648
OTC MARKETS GROUP INC,183590
OTELCO INC,162501
OTG EXP INC -REDH,26804
OTIS WORLDWIDE CORP,36190
OTONOMY INC,21145
OTTAWA BANCORP INC,163667
OTTER TAIL CORP,8199
OURPETS CO,144058
OUSTER INC,38343
OUTBRAIN INC,39248
OUTERWALL INC,65026
OUTFRONT MEDIA INC,19507
OUTLOOK THERAPEUTICS INC,26817
OUTSET MEDICAL INC,36885
OVASCIENCE INC,15215
OVERLAND STORAGE INC,64408
OVERSEAS SHIPHOLDING GROUP,8210
OVERSTOCK.COM INC,147868
OVID THRPUTCS INC,31112
OVINTIV EXPLORATION INC,29173
OWENS & MINOR INC,8213
OWENS CORNING,8214
OWL ROCK CAP CORP,33337
OWLET INC,39255
OXFORD BANK CORP,65225
OXFORD INDUSTRIES INC,8219
OXFORD SQUARE CAPITAL CORP,157452
OXYSURE THERAPEUTICS INC,170347
OYSTER POINT PHARM INC,35747
OZOP SURGICAL CORP -OLD,32560
P & F INDUSTRIES  -CL A,8229
P.A.M. TRANSPORTATION SVCS,12598
P10 INC,39750
P3 HEALTH PARTNERS INC,37797
PACCAR FINANCIAL CORP,14043
PACCAR INC,8253
PACIFIC BIOSCIENCES OF CALIF,185419
PACIFIC COAST OIL TRUST,171212
PACIFIC CONTINENTAL CORP,65532
PACIFIC FINANCIAL CORP,141667
PACIFIC GAS & ELECTRIC CO,65092
PACIFIC GREEN TECHNOLOGIES,125376
PACIFIC HEALTH CARE ORG INC,66274
PACIFIC MERCANTILE BANCORP,121381
PACIFIC OFFICE PROPERTIES TR,14583
PACIFIC PREMIER BANCORP INC,64979
PACIFIC SUNWEAR CALIF INC,27937
PACIFIC VALLEY BANCORP,161940
PACIFICORP,8290
PACIRA BIOSCIENCES INC,185836
PACKAGING CORP OF AMERICA,128978
PACTIV EVERGREEN INC,36973
PACWEST BANCORP,136265
PAE INC,36180
PAGERDUTY INC,34955
PAID INC,62178
PALANTIR TECHNOLOG INC,36910
PALATIN TECHNOLOGIES INC,29086
PALL CORP,8304
PALMETTO BANCSHARES INC,128581
PALO ALTO NETWORKS INC,171067
PALOMAR HOLDINGS INC,34953
PALTALK INC,28551
PANDION THERPUTC INC,36705
PANDORA MEDIA INC,186520
PANERA BREAD CO,24113
PANHANDLE EASTERN PIPE LINE,8326
PANTRY INC,31392
PAPA JOHNS INTERNATIONAL INC,28397
PAPA MURPHY'S HOLDINGS INC,20407
PAR PACIFIC HOLDINGS INC,22447
PAR PHARMACEUTCL HLDGS -REDH,8333
PAR TECHNOLOGY CORP,8334
PARADISE INC,8336
PARAGON 28 INC,39734
PARAGON COMMERCIAL CORP,156421
PARAGON TECHNOLOGIES INC,9323
PARALLAX HEALTH SCIENCES INC,16535
PARAMOUNT GLOBAL,13714
PARAMOUNT GROUP INC,21604
PARATEK PHARMACEUTCLS INC,15539
PARETEUM CORP,108348
PAREXEL INTERNATIONAL CORP,61600
PARK AEROSPACE CORP,8348
PARK CITY GROUP INC,116166
PARK HOTELS & RESORTS,27394
PARK NATIONAL CORP,19318
PARK OHIO HOLDINGS CORP,8350
PARK STERLING CORP,176375
PARKE BANCORP INC,151544
PARKER DRILLING CO,8357
PARKER-HANNIFIN CORP,8358
PARKERVISION INC,29332
PARKS AMERICA INC,154360
PARKWAY ACQUISITION CORP,112159
PARKWAY INC,28379
PARKWAY PROPERTIES INC,8363
PARSLEY ENERGY INC,20298
PARSONS CORP,35158
PARTNERS BANCORP,64229
PARTS ID INC,37426
PARTY CITY HOLDCO INC,187084
PASITHEA THERAPEUTICS CORP,39089
PASSUR AEROSPACE INC,7232
PATHFINDER BANCORP INC,62123
PATHWARD FINANCIAL INC,28866
PATRICK INDUSTRIES INC,8386
PATRIOT NATIONAL BANCORP INC,30647
PATRIOT NATIONAL INC,22515
PATRIOT TRANSPORTATION HLDG,22731
PATTERN ENERGY GROUP INC,18677
PATTERSON COS INC,25880
PATTERSON-UTI ENERGY INC,29108
PAVMED INC,23705
PAYA HOLDINGS INC,37231
PAYBOX CORP,25683
PAYCHEX INC,8402
PAYCOM SOFTWARE INC,20116
PAYCOR HCM INC,38707
PAYLOCITY HOLDING CORP,19730
PAYMENTUS HOLDINGS INC,38747
PAYONEER GLBL INC,39103
PAYPAL HOLDINGS INC,24616
PAYSIGN INC,105394
PB BANCORP INC,161996
PB BANCORP INC -REDH,26508
PB BANKSHARES INC,39241
PBCO FINANCIAL CORPORATION,111872
PBF ENERGY INC,196159
PBF LOGISTICS LP,20539
PC CONNECTION INC,66586
PCB BANCORP,157498
PCI MEDIA INC -REDH,34648
PCM INC,31674
PCSB FINANCIAL CORP,29508
PCTEL INC,125014
PD-RX PHARMACEUTICALS INC,24891
PDC ENERGY INC,8512
PDF SOLUTIONS INC,144437
PDL BIOPHARMA INC,24878
PEABODY ENERGY CORP,142460
PEAK RESORTS INC,187040
PEAPACK-GLADSTONE FINAN CORP,107817
PEAR THERAPEUTICS INC,37827
PEBBLEBROOK HOTEL TRUST,183830
PECO ENERGY CO,145347
PEDEVCO CORP,13460
PEDIATRIX MEDICAL GROUP INC,61325
PEER TO PEER NETWORK,11776
PEGASI ENERGY RESOURCES CORP,175488
PEGASYSTEMS INC,63290
PEKIN LIFE INSURANCE CO,19021
PELOTON INTERACTIVE INC,35627
PENDRELL CORP,136306
PENFORD CORP,11748
PENINSULA GAMING LLC,148284
PENN ENTERTAINMENT INC,30259
PENNANT GROUP INC (THE),35642
PENNANTPARK FLOATING RT CAP,186893
PENNANTPARK INVESTMENT CORP,177216
PENNS WOODS BANCORP INC,19159
PENNSYLVANIA ELECTRIC CO,8450
PENNSYLVANIA RE INVS TRUST,8457
PENNTEX MIDSTREAM PRTNRS LP,21899
PENNYMAC FINANCIAL SERVICES,17306
PENSKE AUTOMOTIVE GROUP INC,63847
PENUMBRA INC,26147
PEOPLE'S UNITED FINL INC,16245
PEOPLES BANCORP AUBURN IN,23752
PEOPLES BANCORP INC/MD,164647
PEOPLES BANCORP INC/OH,17106
PEOPLES BANCORP NC INC,16989
PEOPLES FEDERAL BANCSHS INC,185209
PEOPLES FINANCIAL CORP/MS,112254
PEOPLES FINANCIAL SERVICES,66394
PEOPLES GAS LIGHT & COKE CO,8471
PEOPLES-SIDNEY FINANCIAL CP,64692
PEP BOYS-MANNY MOE & JACK,8475
PEPCO HOLDINGS INC,8694
PEPSICO INC,8479
PERCEPTRON INC,25676
PERDOCEO EDUCATION CORP,66379
PERELLA WEINBERG PARTNERS,39098
PERFICIENT INC,122394
PERFORMANCE FOOD GROUP CO,28787
PERFORMANCE HEALTH HLD -REDH,27218
PERFORMANT FINANCIAL CORP,170965
PERFUMANIA HOLDINGS INC,183421
PERICOM SEMICONDUCTOR CORP,65739
PERIGEE HOLDINGS INC,175545
PERKINELMER INC,4145
PERMA-FIX ENVIRONMENTAL SVCS,25979
PERMA-PIPE INTERNATIONAL HOL,19431
PERMIAN BASIN ROYALTY TRUST,8493
PERMIAN RESOURCES CORP,26864
PERNIX GROUP INC,145351
PERNIX THERAPEUTICS HOLDINGS,184487
PERPETUAL FEDERAL SAVINGS BK,25333
PERSONALIS INC,35254
PERSPECTA INC,33439
PERSPECTIVE THERAPEUTICS INC,12818
PERVASIP CORP,9748
PETCO HEALTH & WELLNESS CO,37502
PETCO HOLDINGS INC -REDH,15224
PETIQ INC,32219
PETMED EXPRESS INC,65406
PETRO RIVER OIL CORP,17597
PETROQUEST ENERGY INC,25874
PETROS PHARMACEUTICALS INC,37473
PETROSHARE CORP,26543
PETSMART INC,28648
PETVIVO HOLDINGS INC,20074
PFENEX INC,20798
PFIZER INC,8530
PFSWEB INC,126718
PG&E CORP,8264
PGI INC,8824
PGT INNOVATIONS INC,174049
PHARMA-BIO SERV INC,176082
PHARMACYCLICS INC,61448
PHARMATHENE INC,164510
PHARMEDIUM HEALTHCARE -REDH,26127
PHARMERICA CORP,177924
PHASEBIO PHARMACEUTIC,34194
PHASERX INC,27198
PHENIXFIN CORP,186279
PHH CORP,8240
PHI INC,8515
PHIBRO ANIMAL HEALTH CORP,20115
PHILIP MORRIS INTERNATIONAL,179621
PHILLIPS 66,170841
PHILLIPS 66 PARTNERS LP,17933
PHILLIPS EDISON & CO INC,26839
PHIO PHARMACEUTICALS CORP,171187
PHOENIX COMPANIES INC,142462
PHOENIX FOOTWEAR GROUP INC,5327
PHOENIX MOTOR INC,40336
PHONEX HOLDINGS INC,182977
PHOTRONICS INC,13200
PHREESIA INC,35377
PHUNWARE INC,34584
PHX MINERALS INC,19433
PHYSICIANS REALTY TR,18145
PIEDMONT NATURAL GAS CO,8577
PIEDMONT OFFICE REALTY TRUST,146140
PIER 1 IMPORTS INC/DE,8579
PIERIS PHARMACEUTICALS INC,22590
PIKE CORP,163877
PILGRIM'S PRIDE CORP,12785
PILLARSTONE CAPITAL REIT,62955
PINEAPPLE EXPRESS INC,26080
PING IDENTITY HOLDING CORP,35617
PINNACLE BANCSHARES,16829
PINNACLE BANKSHARES CORP,65136
PINNACLE ENTERTAINMENT INC,5671
PINNACLE FINL PARTNERS INC,139025
PINNACLE FOODS INC,185334
PINNACLE WEST CAPITAL CORP,1075
PIONEER BANCORP INC,34939
PIONEER ENERGY SERVICES CORP,9835
PIONEER FINANCIAL SVCS /MO,18335
PIONEER NATURAL RESOURCES CO,14359
PIONEER POWER SOLUTIONS INC,184133
PIPER SANDLER COS,8605
PISMO COAST VILLAGE INC,8613
PITNEY BOWES INC,8606
PIVOTAL SOFTWARE INC,33321
PIXELWORKS INC,135044
PJT PARTNERS INC,23247
PLAINS ALL AMER PIPELNE  -LP,116029
PLAINS GP HOLDINGS LP,18468
PLANAR SYSTEMS INC,29435
PLANDAI BIOTECHNOLOGY INC,183455
PLANET FITNESS INC,24861
PLANET GREEN HOLDINGS CORP,160196
PLANET LABS PBC,38135
PLANET PAYMENT INC,276731
PLANTRONICS INC,8633
PLASTIC2OIL INC,178876
PLAYAGS INC,31386
PLAYSTUDIOS INC,39054
PLAYTIKA HOLDING CORP,37752
PLAZA BANCORP,26301
PLBY GROUP INC,38065
PLEDGE PETROLEUM CORP,18786
PLEXUS CORP,12945
PLIANT THERAPEUTICS IN,36464
PLUG POWER INC,125604
PLUM CREEK TIMBER CO INC,15709
PLUMAS BANCORP,62139
PLURALSIGHT INC,33446
PLURI INC,152008
PLUS THERAPEUTICS INC,254096
PLX PHARMA INC,26336
PLY GEM HOLDINGS INC,18003
PLYMOUTH INDL REIT INC,20959
PMC-SIERRA INC,23943
PMFG INC,8423
PNC FINANCIAL SVCS GROUP INC,8245
